County FIPS,County Name,County Population
31035,"Clay County, NE",6116
31037,"Colfax County, NE",10566
31039,"Cuming County, NE",8918
31041,"Custer County, NE",10581
31043,"Dakota County, NE",21268
31045,"Dawes County, NE",8133
31047,"Dawson County, NE",24085
31049,"Deuel County, NE",1871
31051,"Dixon County, NE",5491
31053,"Dodge County, NE",37187
31055,"Douglas County, NE",589540
31057,"Dundy County, NE",1561
31059,"Fillmore County, NE",5548
31061,"Franklin County, NE",2825
31063,"Frontier County, NE",2585
31065,"Furnas County, NE",4556
31067,"Gage County, NE",21634
31069,"Garden County, NE",1794
31071,"Garfield County, NE",1763
31073,"Gosper County, NE",1847
31075,"Grant County, NE",565
31077,"Greeley County, NE",2219
31079,"Hall County, NE",62197
31081,"Hamilton County, NE",9537
31083,"Harlan County, NE",3045
31085,"Hayes County, NE",846
31087,"Hitchcock County, NE",2552
31089,"Holt County, NE",10093
31091,"Hooker County, NE",679
31093,"Howard County, NE",6527
31095,"Jefferson County, NE",7054
31097,"Johnson County, NE",5198
31099,"Kearney County, NE",6770
31101,"Keith County, NE",8113
31103,"Keya Paha County, NE",805
31105,"Kimball County, NE",3289
31107,"Knox County, NE",8298
31109,"Lancaster County, NE",326716
31111,"Lincoln County, NE",33365
31113,"Logan County, NE",655
31115,"Loup County, NE",592
31117,"McPherson County, NE",383
31119,"Madison County, NE",35627
31121,"Merrick County, NE",7755
31123,"Morrill County, NE",4504
31125,"Nance County, NE",3274
31127,"Nemaha County, NE",7076
31129,"Nuckolls County, NE",4095
31131,"Otoe County, NE",16335
31133,"Pawnee County, NE",2512
31135,"Perkins County, NE",2795
31137,"Phelps County, NE",9057
31139,"Pierce County, NE",7299
31141,"Platte County, NE",34609
31143,"Polk County, NE",5228
31145,"Red Willow County, NE",10457
31147,"Richardson County, NE",7689
31149,"Rock County, NE",1271
31151,"Saline County, NE",14555
31153,"Sarpy County, NE",199886
31155,"Saunders County, NE",23463
31157,"Scotts Bluff County, NE",35699
31159,"Seward County, NE",17671
31161,"Sheridan County, NE",4928
31163,"Sherman County, NE",2983
31165,"Sioux County, NE",1154
31167,"Stanton County, NE",5856
31169,"Thayer County, NE",4829
31171,"Thomas County, NE",677
31173,"Thurston County, NE",6557
31175,"Valley County, NE",4012
31177,"Washington County, NE",21152
31179,"Wayne County, NE",9874
31181,"Webster County, NE",3351
31183,"Wheeler County, NE",775
31185,"York County, NE",14356
32000,"Nevada, NV",3194176
32001,"Churchill County, NV",25803
32003,"Clark County, NV",2336573
32005,"Douglas County, NV",49545
32007,"Elko County, NV",54293
32009,"Esmeralda County, NV",736
32011,"Eureka County, NV",1917
32013,"Humboldt County, NV",17136
32015,"Lander County, NV",5769
32017,"Lincoln County, NV",4452
32019,"Lyon County, NV",62583
32021,"Mineral County, NV",4528
32023,"Nye County, NV",55720
32027,"Pershing County, NV",6364
32029,"Storey County, NV",4177
32031,"Washoe County, NV",498022
32033,"White Pine County, NV",8522
32510,"Carson City, NV",58036
33000,"New Hampshire, NH",1402054
33001,"Belknap County, NH",65027
33003,"Carroll County, NH",52448
33005,"Cheshire County, NH",77703
33007,"Coos County, NH",31372
33009,"Grafton County, NH",93146
33011,"Hillsborough County, NH",427354
33013,"Merrimack County, NH",157103
33015,"Rockingham County, NH",320689
33017,"Strafford County, NH",133243
33019,"Sullivan County, NH",43969
34000,"New Jersey, NJ",9290841
34001,"Atlantic County, NJ",275213
34003,"Bergen County, NJ",957736
34005,"Burlington County, NJ",469167
34007,"Camden County, NJ",527196
34009,"Cape May County, NJ",94610
34011,"Cumberland County, NJ",152326
34013,"Essex County, NJ",851117
34015,"Gloucester County, NJ",308423
34017,"Hudson County, NJ",705472
34019,"Hunterdon County, NJ",130183
34021,"Mercer County, NJ",381671
34023,"Middlesex County, NJ",863623
34025,"Monmouth County, NJ",642799
34027,"Morris County, NJ",514423
34029,"Ocean County, NJ",659197
34031,"Passaic County, NJ",513395
34033,"Salem County, NJ",65338
34035,"Somerset County, NJ",348842
34037,"Sussex County, NJ",146132
34039,"Union County, NJ",572726
34041,"Warren County, NJ",111252
35000,"New Mexico, NM",2114371
35001,"Bernalillo County, NM",671586
35003,"Catron County, NM",3825
35005,"Chaves County, NM",63561
35006,"Cibola County, NM",26780
35007,"Colfax County, NM",12255
35009,"Curry County, NM",47222
35011,"De Baca County, NM",1657
35013,"Doña Ana County, NM",225210
35015,"Eddy County, NM",60275
35017,"Grant County, NM",27472
35019,"Guadalupe County, NM",4292
35021,"Harding County, NM",624
35023,"Hidalgo County, NM",3965
35025,"Lea County, NM",72101
35027,"Lincoln County, NM",20029
35028,"Los Alamos County, NM",19444
35029,"Luna County, NM",25316
35031,"McKinley County, NM",68797
35033,"Mora County, NM",4123
35035,"Otero County, NM",68835
35037,"Quay County, NM",8510
35039,"Rio Arriba County, NM",39876
35041,"Roosevelt County, NM",18787
35043,"Sandoval County, NM",155936
35045,"San Juan County, NM",120675
35047,"San Miguel County, NM",26668
35049,"Santa Fe County, NM",155956
35051,"Sierra County, NM",11488
35053,"Socorro County, NM",15963
35055,"Taos County, NM",34405
35057,"Torrance County, NM",15633
35059,"Union County, NM",3964
35061,"Valencia County, NM",79141
36000,"New York, NY",19571216
36001,"Albany County, NY",316659
36003,"Allegany County, NY",46651
36005,"Bronx County, NY",1356476
36007,"Broome County, NY",196077
36009,"Cattaraugus County, NY",75600
36011,"Cayuga County, NY",74485
36013,"Chautauqua County, NY",124891
36015,"Chemung County, NY",81325
36017,"Chenango County, NY",45920
36019,"Clinton County, NY",78115
36021,"Columbia County, NY",60470
36023,"Cortland County, NY",45752
36025,"Delaware County, NY",44410
36027,"Dutchess County, NY",297150
36029,"Erie County, NY",946147
36031,"Essex County, NY",36775
36033,"Franklin County, NY",46502
36035,"Fulton County, NY",52234
36037,"Genesee County, NY",57529
36039,"Greene County, NY",47062
36041,"Hamilton County, NY",5082
36043,"Herkimer County, NY",59484
36045,"Jefferson County, NY",114787
36047,"Kings County, NY",2561225
36049,"Lewis County, NY",26548
36051,"Livingston County, NY",61158
36053,"Madison County, NY",66921
36055,"Monroe County, NY",748482
36057,"Montgomery County, NY",49368
36059,"Nassau County, NY",1381715
36061,"New York County, NY",1597451
36063,"Niagara County, NY",209457
36065,"Oneida County, NY",227555
36067,"Onondaga County, NY",467873
36069,"Ontario County, NY",112494
36071,"Orange County, NY",407470
36073,"Orleans County, NY",39124
36075,"Oswego County, NY",118162
36077,"Otsego County, NY",60126
36079,"Putnam County, NY",98060
36081,"Queens County, NY",2252196
36083,"Rensselaer County, NY",159305
36085,"Richmond County, NY",490687
36087,"Rockland County, NY",340807
36089,"St. Lawrence County, NY",106940
36091,"Saratoga County, NY",238711
36093,"Schenectady County, NY",159902
36095,"Schoharie County, NY",30105
36097,"Schuyler County, NY",17507
36099,"Seneca County, NY",32349
36101,"Steuben County, NY",92162
36103,"Suffolk County, NY",1523170
36105,"Sullivan County, NY",79920
36107,"Tioga County, NY",47715
36109,"Tompkins County, NY",103558
36111,"Ulster County, NY",182333
36113,"Warren County, NY",65380
36115,"Washington County, NY",60047
36117,"Wayne County, NY",90829
36119,"Westchester County, NY",990817
36121,"Wyoming County, NY",39532
36123,"Yates County, NY",24472
37000,"North Carolina, NC",10835491
37001,"Alamance County, NC",179165
37003,"Alexander County, NC",36473
37005,"Alleghany County, NC",11342
37007,"Anson County, NC",21897
37009,"Ashe County, NC",27063
37011,"Avery County, NC",17561
37013,"Beaufort County, NC",44481
37015,"Bertie County, NC",16922
37017,"Bladen County, NC",29484
37019,"Brunswick County, NC",159964
37021,"Buncombe County, NC",275901
37023,"Burke County, NC",88338
37025,"Cabarrus County, NC",240016
37027,"Caldwell County, NC",80574
37029,"Camden County, NC",11137
37031,"Carteret County, NC",69615
37033,"Caswell County, NC",22807
37035,"Catawba County, NC",164645
37037,"Chatham County, NC",81624
37039,"Cherokee County, NC",29959
37041,"Chowan County, NC",13891
37043,"Clay County, NC",11864
37045,"Cleveland County, NC",101378
37047,"Columbus County, NC",50121
37049,"Craven County, NC",102391
37051,"Cumberland County, NC",337890
37053,"Currituck County, NC",31593
37055,"Dare County, NC",38110
37057,"Davidson County, NC",174804
37059,"Davie County, NC",44599
37061,"Duplin County, NC",49520
37063,"Durham County, NC",336892
37065,"Edgecombe County, NC",48832
37067,"Forsyth County, NC",392921
37069,"Franklin County, NC",77001
37071,"Gaston County, NC",237242
37073,"Gates County, NC",10343
37075,"Graham County, NC",8052
37077,"Granville County, NC",62192
37079,"Greene County, NC",20530
37081,"Guilford County, NC",549866
37083,"Halifax County, NC",47298
37085,"Harnett County, NC",141477
37087,"Haywood County, NC",62969
37089,"Henderson County, NC",119230
37091,"Hertford County, NC",19453
37093,"Hoke County, NC",54446
37095,"Hyde County, NC",4607
37097,"Iredell County, NC",199710
37099,"Jackson County, NC",44574
37101,"Johnston County, NC",241955
37103,"Jones County, NC",9401
37105,"Lee County, NC",67059
37107,"Lenoir County, NC",54895
37109,"Lincoln County, NC",95675
37111,"McDowell County, NC",44893
37113,"Macon County, NC",38412
37115,"Madison County, NC",22071
37117,"Martin County, NC",21447
37119,"Mecklenburg County, NC",1163701
37121,"Mitchell County, NC",14999
37123,"Montgomery County, NC",26085
37125,"Moore County, NC",106898
37127,"Nash County, NC",96551
37129,"New Hanover County, NC",238852
37131,"Northampton County, NC",16715
37133,"Onslow County, NC",213676
37135,"Orange County, NC",150626
37137,"Pamlico County, NC",12423
37139,"Pasquotank County, NC",41444
37141,"Pender County, NC",68521
37143,"Perquimans County, NC",13377
37145,"Person County, NC",39737
37147,"Pitt County, NC",175119
37149,"Polk County, NC",20060
37151,"Randolph County, NC",147458
37153,"Richmond County, NC",42324
37155,"Robeson County, NC",117365
37157,"Rockingham County, NC",92518
37159,"Rowan County, NC",151661
37161,"Rutherford County, NC",65507
37163,"Sampson County, NC",59601
37165,"Scotland County, NC",34376
37167,"Stanly County, NC",65699
37169,"Stokes County, NC",45532
37171,"Surry County, NC",71462
37173,"Swain County, NC",13916
37175,"Transylvania County, NC",33549
37177,"Tyrrell County, NC",3461
37179,"Union County, NC",256452
37181,"Vance County, NC",42301
37183,"Wake County, NC",1190275
37185,"Warren County, NC",18836
37187,"Washington County, NC",10713
37189,"Watauga County, NC",54748
37191,"Wayne County, NC",118686
37193,"Wilkes County, NC",66013
37195,"Wilson County, NC",78970
37197,"Yadkin County, NC",37774
37199,"Yancey County, NC",18938
38000,"North Dakota, ND",783926
38001,"Adams County, ND",2163
38003,"Barnes County, ND",10726
38005,"Benson County, ND",5745
38007,"Billings County, ND",1034
38009,"Bottineau County, ND",6349
38011,"Bowman County, ND",2867
38013,"Burke County, ND",2134
38015,"Burleigh County, ND",100012
38017,"Cass County, ND",196362
38019,"Cavalier County, ND",3596
38021,"Dickey County, ND",4900
38023,"Divide County, ND",2135
38025,"Dunn County, ND",4019
38027,"Eddy County, ND",2263
38029,"Emmons County, ND",3224
38031,"Foster County, ND",3309
38033,"Golden Valley County, ND",1743
38035,"Grand Forks County, ND",72708
38037,"Grant County, ND",2215
38039,"Griggs County, ND",2248
38041,"Hettinger County, ND",2415
38043,"Kidder County, ND",2342
38045,"LaMoure County, ND",4096
38047,"Logan County, ND",1869
38049,"McHenry County, ND",5131
38051,"McIntosh County, ND",2488
38053,"McKenzie County, ND",14252
38055,"McLean County, ND",9832
38057,"Mercer County, ND",8309
38059,"Morton County, ND",33895
38061,"Mountrail County, ND",9383
38063,"Nelson County, ND",2991
38065,"Oliver County, ND",1879
38067,"Pembina County, ND",6661
38069,"Pierce County, ND",3902
38071,"Ramsey County, ND",11463
38073,"Ransom County, ND",5603
38075,"Renville County, ND",2279
38077,"Richland County, ND",16558
38079,"Rolette County, ND",11728
38081,"Sargent County, ND",3776
38083,"Sheridan County, ND",1266
38085,"Sioux County, ND",3643
38087,"Slope County, ND",674
38089,"Stark County, ND",33001
38091,"Steele County, ND",1782
38093,"Stutsman County, ND",21392
38095,"Towner County, ND",2030
38097,"Traill County, ND",7908
38099,"Walsh County, ND",10305
38101,"Ward County, ND",68332
38103,"Wells County, ND",3876
38105,"Williams County, ND",39113
39000,"Ohio, OH",11785935
39001,"Adams County, OH",27521
39003,"Allen County, OH",100838
39005,"Ashland County, OH",52190
39007,"Ashtabula County, OH",96845
39009,"Athens County, OH",62706
39011,"Auglaize County, OH",46050
39013,"Belmont County, OH",64918
39015,"Brown County, OH",43777
39017,"Butler County, OH",393043
39019,"Carroll County, OH",26758
39021,"Champaign County, OH",38845
39023,"Clark County, OH",134610
39025,"Clermont County, OH",211972
39027,"Clinton County, OH",41938
39029,"Columbiana County, OH",100182
39031,"Coshocton County, OH",36869
39033,"Crawford County, OH",41529
39035,"Cuyahoga County, OH",1233088
39037,"Darke County, OH",51415
39039,"Defiance County, OH",38315
39041,"Delaware County, OH",231636
39043,"Erie County, OH",74035
39045,"Fairfield County, OH",165360
39047,"Fayette County, OH",28817
39049,"Franklin County, OH",1326063
39051,"Fulton County, OH",42007
39053,"Gallia County, OH",28986
39055,"Geauga County, OH",95407
39057,"Greene County, OH",169691
39059,"Guernsey County, OH",38089
39061,"Hamilton County, OH",827058
39063,"Hancock County, OH",74704
39065,"Hardin County, OH",30368
39067,"Harrison County, OH",14159
39069,"Henry County, OH",27520
39071,"Highland County, OH",43614
39073,"Hocking County, OH",27540
39075,"Holmes County, OH",44386
39077,"Huron County, OH",58199
39079,"Jackson County, OH",32606
39081,"Jefferson County, OH",64026
39083,"Knox County, OH",63320
39085,"Lake County, OH",231640
39087,"Lawrence County, OH",56118
39089,"Licking County, OH",183201
39091,"Logan County, OH",46057
39093,"Lorain County, OH",317910
39095,"Lucas County, OH",425484
39097,"Madison County, OH",44602
39099,"Mahoning County, OH",225596
39101,"Marion County, OH",64851
39103,"Medina County, OH",184042
39105,"Meigs County, OH",21767
39107,"Mercer County, OH",42439
39109,"Miami County, OH",110876
39111,"Monroe County, OH",13153
39113,"Montgomery County, OH",533796
39115,"Morgan County, OH",13646
39117,"Morrow County, OH",35595
39119,"Muskingum County, OH",86305
39121,"Noble County, OH",14311
39123,"Ottawa County, OH",39803
39125,"Paulding County, OH",18706
39127,"Perry County, OH",35551
39129,"Pickaway County, OH",61086
39131,"Pike County, OH",27001
39133,"Portage County, OH",162665
39135,"Preble County, OH",40556
39137,"Putnam County, OH",34199
39139,"Richland County, OH",125064
39141,"Ross County, OH",76501
39143,"Sandusky County, OH",58709
39145,"Scioto County, OH",71969
39147,"Seneca County, OH",54527
39149,"Shelby County, OH",47765
39151,"Stark County, OH",372716
39153,"Summit County, OH",535733
39155,"Trumbull County, OH",200373
39157,"Tuscarawas County, OH",91874
39159,"Union County, OH",69637
39161,"Van Wert County, OH",28704
39163,"Vinton County, OH",12474
39165,"Warren County, OH",252148
39167,"Washington County, OH",58577
39169,"Wayne County, OH",116510
39171,"Williams County, OH",36591
39173,"Wood County, OH",132650
39175,"Wyandot County, OH",21457
40000,"Oklahoma, OK",4053824
40001,"Adair County, OK",19627
40003,"Alfalfa County, OK",5673
40005,"Atoka County, OK",14525
40007,"Beaver County, OK",5018
40009,"Beckham County, OK",22042
40011,"Blaine County, OK",8539
40013,"Bryan County, OK",48967
40015,"Caddo County, OK",26214
40017,"Canadian County, OK",175829
40019,"Carter County, OK",48596
40021,"Cherokee County, OK",48185
40023,"Choctaw County, OK",14276
40025,"Cimarron County, OK",2191
40027,"Cleveland County, OK",301193
40029,"Coal County, OK",5266
40031,"Comanche County, OK",121574
40033,"Cotton County, OK",5427
40035,"Craig County, OK",14494
40037,"Creek County, OK",73332
40039,"Custer County, OK",28266
40041,"Delaware County, OK",41703
40043,"Dewey County, OK",4286
40045,"Ellis County, OK",3648
40047,"Garfield County, OK",62023
40049,"Garvin County, OK",25865
40051,"Grady County, OK",57375
40053,"Grant County, OK",4083
40055,"Greer County, OK",5466
40057,"Harmon County, OK",2392
40059,"Harper County, OK",3190
40061,"Haskell County, OK",11832
40063,"Hughes County, OK",13436
40065,"Jackson County, OK",24669
40067,"Jefferson County, OK",5347
40069,"Johnston County, OK",10216
40071,"Kay County, OK",43641
40073,"Kingfisher County, OK",15481
40075,"Kiowa County, OK",8398
40077,"Latimer County, OK",9526
40079,"Le Flore County, OK",49596
40081,"Lincoln County, OK",34562
40083,"Logan County, OK",53029
40085,"Love County, OK",10296
40087,"McClain County, OK",47072
40089,"McCurtain County, OK",30660
40091,"McIntosh County, OK",19603
40093,"Major County, OK",7581
40095,"Marshall County, OK",15970
40097,"Mayes County, OK",39889
40099,"Murray County, OK",13754
40101,"Muskogee County, OK",66677
40103,"Noble County, OK",10832
40105,"Nowata County, OK",9438
40107,"Okfuskee County, OK",11300
40109,"Oklahoma County, OK",808866
40111,"Okmulgee County, OK",37035
40113,"Osage County, OK",46130
40115,"Ottawa County, OK",30287
40117,"Pawnee County, OK",15864
40119,"Payne County, OK",83352
40121,"Pittsburg County, OK",43479
40123,"Pontotoc County, OK",38396
40125,"Pottawatomie County, OK",73791
40127,"Pushmataha County, OK",10800
40129,"Roger Mills County, OK",3295
40131,"Rogers County, OK",100248
40133,"Seminole County, OK",23565
40135,"Sequoyah County, OK",40291
40137,"Stephens County, OK",44014
40139,"Texas County, OK",20371
40141,"Tillman County, OK",6869
40143,"Tulsa County, OK",682868
40145,"Wagoner County, OK",89280
40147,"Washington County, OK",53706
40149,"Washita County, OK",10736
40151,"Woods County, OK",8564
40153,"Woodward County, OK",19947
41000,"Oregon, OR",4233358
41001,"Baker County, OR",16912
41003,"Benton County, OR",97713
41005,"Clackamas County, OR",423173
41007,"Clatsop County, OR",41102
41009,"Columbia County, OR",53880
41011,"Coos County, OR",64212
41013,"Crook County, OR",26952
41015,"Curry County, OR",23296
41017,"Deschutes County, OR",208513
41019,"Douglas County, OR",112435
41021,"Gilliam County, OR",2026
41023,"Grant County, OR",7215
41025,"Harney County, OR",7440
41027,"Hood River County, OR",23745
41029,"Jackson County, OR",220768
41031,"Jefferson County, OR",25454
41033,"Josephine County, OR",87821
41035,"Klamath County, OR",70003
41037,"Lake County, OR",8293
41039,"Lane County, OR",381181
41041,"Lincoln County, OR",50821
41043,"Linn County, OR",131496
41045,"Malheur County, OR",32044
41047,"Marion County, OR",346741
41049,"Morrow County, OR",12302
41051,"Multnomah County, OR",789698
41053,"Polk County, OR",89805
41055,"Sherman County, OR",1951
41057,"Tillamook County, OR",27417
41059,"Umatilla County, OR",80053
41061,"Union County, OR",25944
41063,"Wallowa County, OR",7674
41065,"Wasco County, OR",26333
41067,"Washington County, OR",598865
41069,"Wheeler County, OR",1436
41071,"Yamhill County, OR",108644
42000,"Pennsylvania, PA",12961683
42001,"Adams County, PA",106748
42003,"Allegheny County, PA",1224825
42005,"Armstrong County, PA",64074
42007,"Beaver County, PA",165631
42009,"Bedford County, PA",47350
42011,"Berks County, PA",432821
42013,"Blair County, PA",120273
42015,"Bradford County, PA",59695
42017,"Bucks County, PA",645984
42019,"Butler County, PA",198413
42021,"Cambria County, PA",130668
42023,"Cameron County, PA",4380
42025,"Carbon County, PA",65458
42027,"Centre County, PA",157795
42029,"Chester County, PA",549784
42031,"Clarion County, PA",36970
42033,"Clearfield County, PA",77090
42035,"Clinton County, PA",37607
42037,"Columbia County, PA",65439
42039,"Crawford County, PA",82001
42041,"Cumberland County, PA",270738
42043,"Dauphin County, PA",289234
42045,"Delaware County, PA",576720
42047,"Elk County, PA",30198
42049,"Erie County, PA",267571
42051,"Fayette County, PA",123915
42053,"Forest County, PA",6449
42055,"Franklin County, PA",157854
42057,"Fulton County, PA",14468
42059,"Greene County, PA",34357
42061,"Huntingdon County, PA",43514
42063,"Indiana County, PA",83094
42065,"Jefferson County, PA",43612
42067,"Juniata County, PA",23243
42069,"Lackawanna County, PA",216123
42071,"Lancaster County, PA",558589
42073,"Lawrence County, PA",84472
42075,"Lebanon County, PA",144252
42077,"Lehigh County, PA",377754
42079,"Luzerne County, PA",327388
42081,"Lycoming County, PA",112724
42083,"McKean County, PA",39519
42085,"Mercer County, PA",108503
42087,"Mifflin County, PA",45922
42089,"Monroe County, PA",166053
42091,"Montgomery County, PA",868742
42093,"Montour County, PA",17860
42095,"Northampton County, PA",319091
42097,"Northumberland County, PA",90120
42099,"Perry County, PA",46083
42101,"Philadelphia County, PA",1550542
42103,"Pike County, PA",61247
42105,"Potter County, PA",15999
42107,"Schuylkill County, PA",143786
42109,"Snyder County, PA",39717
42111,"Somerset County, PA",72197
42113,"Sullivan County, PA",5834
42115,"Susquehanna County, PA",38109
42117,"Tioga County, PA",40840
42119,"Union County, PA",42042
42121,"Venango County, PA",49431
42123,"Warren County, PA",37572
42125,"Washington County, PA",210232
42127,"Wayne County, PA",51262
42129,"Westmoreland County, PA",351163
42131,"Wyoming County, PA",25902
42133,"York County, PA",464640
44000,"Rhode Island, RI",1095962
44001,"Bristol County, RI",50255
44003,"Kent County, RI",171278
44005,"Newport County, RI",83832
44007,"Providence County, RI",660615
44009,"Washington County, RI",129982
45000,"South Carolina, SC",5373555
45001,"Abbeville County, SC",24434
45003,"Aiken County, SC",177130
45005,"Allendale County, SC",7369
45007,"Anderson County, SC",213076
45009,"Bamberg County, SC",12974
45011,"Barnwell County, SC",20447
45013,"Beaufort County, SC",198979
45015,"Berkeley County, SC",255217
45017,"Calhoun County, SC",14186
45019,"Charleston County, SC",424367
45021,"Cherokee County, SC",56714
45023,"Chester County, SC",32226
45025,"Chesterfield County, SC",44031
45027,"Clarendon County, SC",31004
45029,"Colleton County, SC",38874
45031,"Darlington County, SC",62416
45033,"Dillon County, SC",27698
45035,"Dorchester County, SC",169833
45037,"Edgefield County, SC",27607
45039,"Fairfield County, SC",20422
45041,"Florence County, SC",137214
45043,"Georgetown County, SC",65731
45045,"Greenville County, SC",558036
45047,"Greenwood County, SC",69460
45049,"Hampton County, SC",18122
45051,"Horry County, SC",397478
45053,"Jasper County, SC",33544
45055,"Kershaw County, SC",69905
45057,"Lancaster County, SC",108215
45059,"Laurens County, SC",68873
45061,"Lee County, SC",15967
45063,"Lexington County, SC",309528
45065,"McCormick County, SC",9941
45067,"Marion County, SC",28508
45069,"Marlboro County, SC",25704
45071,"Newberry County, SC",38825
45073,"Oconee County, SC",81221
45075,"Orangeburg County, SC",82820
45077,"Pickens County, SC",135495
45079,"Richland County, SC",425138
45081,"Saluda County, SC",19123
45083,"Spartanburg County, SC",356698
45085,"Sumter County, SC",104165
45087,"Union County, SC",26629
45089,"Williamsburg County, SC",29891
45091,"York County, SC",298320
46000,"South Dakota, SD",919318
46003,"Aurora County, SD",2782
46005,"Beadle County, SD",19591
46007,"Bennett County, SD",3305
46009,"Bon Homme County, SD",7065
46011,"Brookings County, SD",35980
46013,"Brown County, SD",37733
46015,"Brule County, SD",5311
46017,"Buffalo County, SD",1884
46019,"Butte County, SD",10863
46021,"Campbell County, SD",1340
46023,"Charles Mix County, SD",9240
46025,"Clark County, SD",3948
46027,"Clay County, SD",15431
46029,"Codington County, SD",28971
46031,"Corson County, SD",3782
46033,"Custer County, SD",9117
46035,"Davison County, SD",19922
46037,"Day County, SD",5451
46039,"Deuel County, SD",4354
46041,"Dewey County, SD",5208
46043,"Douglas County, SD",2838
46045,"Edmunds County, SD",4057
46047,"Fall River County, SD",7393
46049,"Faulk County, SD",2151
46051,"Grant County, SD",7553
46053,"Gregory County, SD",4018
46055,"Haakon County, SD",1851
46057,"Hamlin County, SD",6451
46059,"Hand County, SD",3107
46061,"Hanson County, SD",3471
46063,"Harding County, SD",1324
46065,"Hughes County, SD",17624
46067,"Hutchinson County, SD",7394
46069,"Hyde County, SD",1186
46071,"Jackson County, SD",2776
46073,"Jerauld County, SD",1660
46075,"Jones County, SD",855
46077,"Kingsbury County, SD",5276
46079,"Lake County, SD",11031
46081,"Lawrence County, SD",28053
46083,"Lincoln County, SD",73238
46085,"Lyman County, SD",3705
46087,"McCook County, SD",5809
46089,"McPherson County, SD",2334
46091,"Marshall County, SD",4390
46093,"Meade County, SD",30954
46095,"Mellette County, SD",1851
46097,"Miner County, SD",2280
46099,"Minnehaha County, SD",206930
46101,"Moody County, SD",6450
46102,"Oglala Lakota County, SD",13434
46103,"Pennington County, SD",115903
46105,"Perkins County, SD",2834
46107,"Potter County, SD",2413
46109,"Roberts County, SD",10206
46111,"Sanborn County, SD",2399
46115,"Spink County, SD",6166
46117,"Stanley County, SD",3043
46119,"Sully County, SD",1494
46121,"Todd County, SD",9199
46123,"Tripp County, SD",5621
46125,"Turner County, SD",9027
46127,"Union County, SD",17183
46129,"Walworth County, SD",5269
46135,"Yankton County, SD",23517
46137,"Ziebach County, SD",2322
47000,"Tennessee, TN",7126489
47001,"Anderson County, TN",80234
47003,"Bedford County, TN",53055
47005,"Benton County, TN",16103
47007,"Bledsoe County, TN",15060
47009,"Blount County, TN",141456
47011,"Bradley County, TN",111579
47013,"Campbell County, TN",40223
47015,"Cannon County, TN",15063
47017,"Carroll County, TN",28860
47019,"Carter County, TN",57022
47021,"Cheatham County, TN",42254
47023,"Chester County, TN",17606
47025,"Claiborne County, TN",32654
47027,"Clay County, TN",7714
47029,"Cocke County, TN",37404
47031,"Coffee County, TN",60633
47033,"Crockett County, TN",13982
47035,"Cumberland County, TN",64760
47037,"Davidson County, TN",712334
47039,"Decatur County, TN",11656
47041,"DeKalb County, TN",21225
47043,"Dickson County, TN",56729
47045,"Dyer County, TN",36498
47047,"Fayette County, TN",44175
47049,"Fentress County, TN",19696
47051,"Franklin County, TN",44654
47053,"Gibson County, TN",51045
47055,"Giles County, TN",30721
47057,"Grainger County, TN",24681
47059,"Greene County, TN",72577
47061,"Grundy County, TN",13955
47063,"Hamblen County, TN",66216
47065,"Hamilton County, TN",379864
47067,"Hancock County, TN",6956
47069,"Hardeman County, TN",25567
47071,"Hardin County, TN",27229
47073,"Hawkins County, TN",58600
47075,"Haywood County, TN",17328
47077,"Henderson County, TN",28070
47079,"Henry County, TN",32554
47081,"Hickman County, TN",25826
47083,"Houston County, TN",8393
47085,"Humphreys County, TN",19209
47087,"Jackson County, TN",12363
47089,"Jefferson County, TN",57838
47091,"Johnson County, TN",18375
47093,"Knox County, TN",500669
47095,"Lake County, TN",6347
47097,"Lauderdale County, TN",24610
47099,"Lawrence County, TN",46114
47101,"Lewis County, TN",13066
47103,"Lincoln County, TN",36169
47105,"Loudon County, TN",60591
47107,"McMinn County, TN",55678
47109,"McNairy County, TN",26163
47111,"Macon County, TN",26793
47113,"Madison County, TN",99193
47115,"Marion County, TN",29382
47117,"Marshall County, TN",36961
47119,"Maury County, TN",110760
47121,"Meigs County, TN",13691
47123,"Monroe County, TN",48594
47125,"Montgomery County, TN",239872
47127,"Moore County, TN",6748
47129,"Morgan County, TN",21573
47131,"Obion County, TN",30411
47133,"Overton County, TN",23327
47135,"Perry County, TN",8891
47137,"Pickett County, TN",5128
47139,"Polk County, TN",18033
47141,"Putnam County, TN",83844
47143,"Rhea County, TN",33924
47145,"Roane County, TN",56096
47147,"Robertson County, TN",76776
47149,"Rutherford County, TN",367101
47151,"Scott County, TN",22171
47153,"Sequatchie County, TN",17161
47155,"Sevier County, TN",99415
47157,"Shelby County, TN",910042
47159,"Smith County, TN",20538
47161,"Stewart County, TN",14222
47163,"Sullivan County, TN",162135
47165,"Sumner County, TN",207994
47167,"Tipton County, TN",62015
47169,"Trousdale County, TN",12271
47171,"Unicoi County, TN",17756
47173,"Union County, TN",20741
47175,"Van Buren County, TN",6493
47177,"Warren County, TN",42638
47179,"Washington County, TN",138420
47181,"Wayne County, TN",16066
47183,"Weakley County, TN",33084
47185,"White County, TN",28692
47187,"Williamson County, TN",264460
47189,"Wilson County, TN",163674
48000,"Texas, TX",30503301
48001,"Anderson County, TX",57736
48003,"Andrews County, TX",18664
48005,"Angelina County, TX",87319
